0.00, -0.20944,-0.205251,-0.201062,-0.196873,-0.192684,-0.188496,-0.184307,-0.180118,-0.175929,-0.17174,-0.167552,-0.163363,-0.159174,-0.154985,-0.150796,-0.146608,-0.142419,-0.13823,-0.134041,-0.129852,-0.125664,-0.121475,-0.117286,-0.113097,-0.108909,-0.10472,-0.100531,-0.0963422,-0.0921534,-0.0879646,-0.0837758,-0.079587,-0.0753982,-0.0712094,-0.0670206,-0.0628318,-0.058643,-0.0544543,-0.0502655,-0.0460767,-0.0418879,-0.0376991,-0.0335103,-0.0293215,-0.0251327,-0.0209439,-0.0167551,-0.0125663,-0.00837755,-0.00418876,2.8871e-008,0.00418882,0.00837761,0.0125664,0.0167552,0.020944,0.0251328,0.0293216,0.0335104,0.0376991,0.0418879,0.0460767,0.0502655,0.0544543,0.0586431,0.0628319,0.0670207,0.0712095,0.0753983,0.079587,0.0837758,0.0879646,0.0921534,0.0963422,0.100531,0.10472,0.108909,0.113097,0.117286,0.121475,0.125664,0.129853,0.134041,0.13823,0.142419,0.146608,0.150796,0.154985,0.159174,0.163363,0.167552,0.17174,0.175929,0.180118,0.184307,0.188496,0.192684,0.196873,0.201062,0.205251,-0.3, -100,-100,-100,-100,-100,-100,-100,-95.1478,-89.9004,-84.6529,-79.4054,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.6743,-71.4545,-69.3324,-67.3016,-65.3565,-63.4916,-61.7021,-59.9836,-58.3319,-56.7432,-55.2139,-53.7408,-52.3208,-50.7629,-15.0561,-1.72337,-2.55146,-3.29779,7.75429,15.2768,18.525,44.0401,62.7099,64.5417,66.4515,68.4446,70.5266,72.7033,74.9817,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,68.5877,52.8457,37.1037,
-0.294, -100,-100,-100,-100,-100,-100,-100,-94.7578,-89.5103,-84.2629,-79.0154,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.5058,-71.2935,-69.1784,-67.1542,-65.2152,-63.3561,-61.572,-59.8586,-58.2117,-56.6275,-55.1025,-53.6334,-52.2173,-45.8413,-10.2157,-1.82554,-2.48018,-1.99905,7.84659,15.5139,20.1072,46.817,62.8435,64.6809,66.5967,68.5962,70.685,72.8691,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,67.4178,51.6756,35.9337,
-0.288, -100,-100,-100,-100,-100,-100,-99.6152,-94.3678,-89.1204,-83.8729,-78.6255,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.3379,-71.1331,-69.0249,-67.0072,-65.0743,-63.221,-61.4423,-59.734,-58.0919,-56.5122,-54.9915,-53.5264,-52.1141,-40.9053,-5.44762,-1.92798,-2.54244,0.643065,8.06877,15.7517,28.0299,50.4946,62.9774,64.8205,66.7424,68.7483,70.8439,73.0354,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,66.2477,50.5056,34.7636,
-0.282, -100,-100,-100,-100,-100,-100,-99.2252,-93.9778,-88.7304,-83.4829,-78.2355,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.1706,-70.9732,-68.8719,-66.8607,-64.9339,-63.0863,-61.313,-59.6097,-57.9724,-56.3972,-54.8807,-53.4197,-52.0112,-35.896,-0.671186,-2.0307,-2.60393,4.89987,9.16776,15.9901,33.5233,55.638,63.1118,64.9605,66.8885,68.9009,71.0034,73.2023,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,65.0777,49.3356,33.5936,
-0.276, -100,-100,-100,-100,-100,-100,-98.8352,-93.5878,-88.3404,-83.0929,-77.8455,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.0038,-70.8138,-68.7194,-66.7147,-64.7939,-62.952,-61.1841,-59.4858,-57.8532,-56.2825,-54.7703,-53.3132,-51.9085,-30.8118,-0.77057,-2.13369,-2.66466,7.00382,11.0828,16.2292,37.5564,61.4669,63.2466,65.101,67.0351,69.054,71.1635,73.3697,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.9076,48.1655,32.4236,
-0.27, -100,-100,-100,-100,-100,-100,-98.4452,-93.1978,-87.9504,-82.7029,-77.4555,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-72.8376,-70.6549,-68.5674,-66.5691,-64.6544,-62.8181,-61.0555,-59.3623,-57.7344,-56.1682,-54.6601,-53.2071,-51.8061,-25.6511,-0.870215,-2.23695,-2.72466,6.93226,13.299,16.4691,39.1329,61.5967,63.3818,65.242,67.1822,69.2076,71.324,73.5377,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,62.7376,46.9955,31.2535,
-0.264, -100,-100,-100,-100,-100,-100,-98.0552,-92.8078,-87.5604,-82.3129,-77.0655,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.9489,-72.672,-70.4966,-68.4159,-66.424,-64.5153,-62.6846,-60.9273,-59.2391,-57.6159,-56.0541,-54.5503,-53.1012,-51.704,-20.4121,-0.970123,-2.25667,-2.78392,7.03354,13.5304,16.7096,41.2266,61.7269,63.5174,65.3833,67.3297,69.3617,71.4851,73.7063,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,61.5675,45.8255,30.0835,
-0.258, -100,-100,-100,-100,-100,-100,-97.6652,-92.4178,-87.1704,-81.923,-76.6755,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.776,-72.5069,-70.3388,-68.2649,-66.2794,-64.3766,-62.5516,-60.7995,-59.1163,-57.4978,-55.9404,-54.4407,-52.9956,-50.7394,-15.093,-1.07029,-2.00076,-2.88128,7.13369,13.7625,16.9508,43.9376,61.8575,63.6534,65.5252,67.4777,69.5163,71.6467,73.8755,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,60.3976,44.6554,28.9135,
-0.252, -100,-100,-100,-100,-100,-100,-97.2753,-92.0278,-86.7804,-81.533,-76.2855,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.6037,-72.3424,-70.1815,-68.1144,-66.1352,-64.2384,-62.4189,-60.6721,-58.9938,-57.38,-55.827,-54.3315,-52.8903,-46.0192,-9.69202,-1.17073,-2.05874,-1.74009,7.23273,13.9953,19.7477,46.7862,61.9884,63.7898,65.6674,67.6262,69.6714,71.8089,74.0452,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.9697,59.2275,43.4854,27.7434,
-0.246, -100,-100,-100,-100,-100,-100,-96.8852,-91.6378,-86.3904,-81.1429,-75.8955,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.4321,-72.1784,-70.0247,-67.9644,-65.9914,-64.1005,-62.2866,-60.5451,-58.8717,-57.2625,-55.7139,-54.2225,-52.7853,-41.3083,-4.20721,-1.27143,-2.12633,1.26217,7.34626,14.2287,27.5,50.5106,62.1198,63.9267,65.8102,67.7751,69.827,71.9716,74.2156,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,73.7997,58.0575,42.3155,26.5734,
-0.24, -100,-100,-100,-100,-100,-100,-96.4953,-91.2478,-86.0004,-80.753,-75.5055,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.261,-72.015,-69.8684,-67.8148,-65.8482,-63.9632,-62.1548,-60.4184,-58.75,-57.1454,-55.6012,-54.1139,-52.6806,-36.5308,-0.0358211,-1.3724,-2.19304,5.29402,8.30267,14.4628,32.9349,55.7446,62.2516,64.064,65.9533,67.9245,69.9831,72.1349,74.3865,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,72.6296,56.8875,41.1453,25.4035,
-0.234, -100,-100,-100,-100,-100,-100,-96.1053,-90.8578,-85.6104,-80.363,-75.1155,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74.0905,-71.8522,-69.7127,-67.6657,-65.7053,-63.8262,-62.0233,-60.2922,-58.6286,-57.0286,-55.4887,-54.0056,-52.5761,-31.6851,-0.133541,-1.47363,-2.25891,6.13959,10.0822,14.6975,36.6461,60.6383,62.3837,64.2017,66.0969,68.0745,70.1397,72.2987,74.558,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,71.4596,55.7175,39.9754,24.2334,
-0.228, -100,-100,-100,-100,-100,-100,-95.7153,-90.4679,-85.2204,-79.973,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.9206,-71.6898,-69.5575,-67.5171,-65.5629,-63.6896,-61.8922,-60.1663,-58.5075,-56.9121,-55.3766,-53.8975,-52.4719,-26.7699,-0.231517,-1.57514,-2.32394,6.24992,11.8205,14.9329,37.7702,60.7657,62.5163,64.3398,66.241,68.2248,70.2969,72.4631,74.7301,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,70.2896,54.5475,38.8054,23.0634,
-0.222, -100,-100,-100,-100,-100,-100,-95.3253,-90.0779,-84.8304,-79.583,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.7513,-71.5281,-69.4027,-67.369,-65.421,-63.5535,-61.7616,-60.0407,-58.3868,-56.796,-55.2648,-53.7898,-52.368,-21.7835,-0.329748,-1.57752,-2.38815,6.35897,12.0478,15.169,40.9664,60.8934,62.6492,64.4784,66.3855,68.3757,70.4546,72.628,74.9028,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,69.1195,53.3774,37.6353,21.8934,
-0.216, -100,-100,-100,-100,-100,-100,-94.9353,-89.6879,-84.4404,-79.193,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.5825,-71.3668,-69.2485,-67.2213,-65.2795,-63.4178,-61.6313,-59.9156,-58.2665,-56.6802,-55.1532,-53.6823,-50.7168,-16.7246,-0.428235,-1.52564,-2.45155,6.46676,12.2757,15.4058,43.831,61.0214,62.7826,64.6174,66.5305,68.5271,70.6128,72.7935,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,67.9495,52.2074,36.4653,20.7233,
-0.21, -100,-100,-100,-100,-100,-99.7927,-94.5453,-89.2979,-84.0504,-78.803,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.4144,-71.2061,-69.0948,-67.0742,-65.1385,-63.2825,-61.5014,-59.7908,-58.1465,-56.5647,-55.042,-53.5752,-46.1818,-11.5914,-0.526982,-1.60028,-1.47298,6.57331,12.5042,19.4128,46.7545,61.1499,62.9164,64.7568,66.676,68.679,70.7715,72.9596,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,66.7796,51.0374,35.2953,19.5533,
-0.204, -100,-100,-100,-100,-100,-99.4027,-94.1553,-88.9079,-83.6605,-78.413,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.2468,-71.046,-68.9416,-66.9274,-64.9978,-63.1476,-61.3719,-59.6663,-58.0268,-56.4496,-54.9311,-53.4683,-41.6765,-6.3823,-0.625986,-1.67392,1.84035,6.67864,12.7334,27.0003,50.5269,61.2787,63.0505,64.8967,66.8219,68.8313,70.9307,73.1262,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,65.6095,49.8674,34.1252,18.3833,
-0.198, -100,-100,-100,-100,-100,-99.0127,-93.7653,-88.5179,-83.2705,-78.023,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-73.0798,-70.8863,-68.7889,-66.7812,-64.8577,-63.0131,-61.2428,-59.5422,-57.9075,-56.3347,-54.8205,-53.3617,-37.1102,-1.19673,-0.725251,-1.74656,5.43823,7.41382,12.9632,32.3751,55.8548,61.4079,63.1851,65.037,66.9683,68.9842,71.0905,73.2934,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,64.4395,48.6974,32.9553,17.2132,
